1672.      4.     0.0     0.0   2  1
1680.      3.     0.0     0.0   1  0
1700.      9.     0.0     0.0   1  0
1714.      6.     0.0     0.0   1  0
1714.      6.     0.0     0.0   1  1
1770.     14.     0.0     0.0   1  0
1770.     14.     0.0     0.0   1  1
1773.     10.     0.0     0.0   1  0
1773.     10.     0.0     0.0   1  1
1816.     10.     0.0     0.0   1  0
1816.     10.     0.0     0.0   1  1
1675.     12.     0.0     0.0   2  0
1675.     12.     0.0     0.0   2  1
1680.     12.     0.0     0.0   2  0
1680.     12.     0.0     0.0   2  1
1700.      8.     0.0     0.0   2  0
1700.      8.     0.0     0.0   2  1
1710.      4.     0.0     0.0   2  0
1710.      4.     0.0     0.0   2  1
1720.      8.     0.0     0.0   2  0
1720.      8.     0.0     0.0   2  1
1990.     16.     0.0     0.0   2  0
1990.     16.     0.0     0.0   2  1
1700.     16.     0.0     0.0   2  0
1700.     16.     0.0     0.0   2  1
1900.      8.     0.0     0.0   2  0
1900.      8.     0.0     0.0   2  1
1905.     24.     0.0     0.0   2  0 
1905.     24.     0.0     0.0   2  1
1910.      8.     0.0     0.0   2  0
1910.      8.     0.0     0.0   2  1
1920.     16.     0.0     0.0   2  0
1920.     16.     0.0     0.0   2  1
1930.     24.     0.0     0.0   2  0
1930.     24.     0.0     0.0   2  1
1950.     32.     0.0     0.0   2  0
1950.     32.     0.0     0.0   2  1
1690.      4.     0.0     0.0   2  0
1690.      4.     0.0     0.0   2  1
1800.      2.     0.0     0.0   2  0
1800.      2.     0.0     0.0   2  1
1810.      2.     0.0     0.0   2  0
1810.      2.     0.0     0.0   2  1
1820.      6.     0.0     0.0   2  0
1820.      6.     0.0     0.0   2  1
1830.      6.     0.0     0.0   2  0
1830.      6.     0.0     0.0   2  1
1890.      4.     0.0     0.0   2  0
1890.      4.     0.0     0.0   2  1
2100.      8.     0.0     0.0   2  0
2100.      8.     0.0     0.0   2  1
2110.      6.     0.0     0.0   2  0
2110.      6.     0.0     0.0   2  1
1750.      6.     0.0     0.0   2  0
1750.      6.     0.0     0.0   2  1
1775.     18.     0.0     0.0   2  0
1775.     18.     0.0     0.0   2  1
1915.     18.     0.0     0.0   2  0
1915.     18.     0.0     0.0   2  1
1940.     12.     0.0     0.0   2  0
1940.     12.     0.0     0.0   2  1
2030.     24.     0.0     0.0   2  0
2030.     24.     0.0     0.0   2  1
1690.      4.     0.0     0.0   2  0
1690.      4.     0.0     0.0   2  1
1820.      8.     0.0     0.0   2  0
1820.      8.     0.0     0.0   2  1
1950.      4.     0.0     0.0   2  0
1950.      4.     0.0     0.0   2  1
2030.     12.     0.0     0.0   2  0
2030.     12.     0.0     0.0   2  1
