984.       3.     1.      0.0   1  0
1232.5    16.     5.333   0.0   2  0
1232.5    16.     5.333   0.0   2  1
547.       1.     0.23    0.0   1  0
958.       1.     0.44    0.0   1  0
980.       1.     1.      0.0   1  0
498.       2.     0.69    0.0   1  0
894.0      6.     4.      0.0   1  0
894.0      6.     4.      0.0   1  1
1116.      2.     1.28    0.0   2  0
1116.      2.     1.28    0.0   2  1
782.       3.     2.62    0.0   1  0
1019.      3.     1.47    0.0   1  0
767.       9.     6.      0.0   1  0
550.       1.     1.      0.0   1  0
1193.      6.     2.      0.0   2  0
1193.      6.     0.96    0.0   2  1
139.       3.     1.      0.0   1  0
494.       2.     1.      0.0   1  0
939.       4.     2.      0.0   2  0
939.       4.     2.      0.0   2  1
1230.      9.     0.0     0.0   1  0
1318.     15.     0.0     0.0   1  0
1231.      9.     0.0     0.0   1  0
1300.      3.     0.0     0.0   1  0
1670.     15.     0.0     0.0   1  0
1465.      9.     0.0     0.0   1  0
1275.      5.     0.0     0.0   1  0
1525.      5.     0.0     0.0   1  0
1170.      3.     0.0     0.0   1  0
1400.      1.     0.0     0.0   1  0
1400.      3.     0.0     0.0   1  0
1295.      1.     0.0     0.0   1  0
1282.      3.     0.0     0.0   1  0
1427.      3.     0.0     0.0   1  0
1300.      1.     0.0     0.0   1  0
1419.      3.     0.0     0.0   1  0
1512.      3.     0.0     0.0   1  0
1662.      3.     0.0     0.0   1  0
1290.      6.     0.0     0.0   1  0
1290.      6.     0.0     0.0   1  1
1433.5    10.     0.0     0.0   1  0
1433.5    10.     0.0     0.0   1  1
1429.      2.     0.0     0.0   1  0
1429.      2.     0.0     0.0   1  1
1402.      6.     0.0     0.0   1  0
1402.      6.     0.0     0.0   1  1
1412.      6.     0.0     0.0   1  0
1412.      6.     0.0     0.0   1  1
1440.      4.     0.0     0.0   2  0
1440.      4.     0.0     0.0   2  1
1520.      8.     0.0     0.0   2  0
1520.      8.     0.0     0.0   2  1
1535.      4.     0.0     0.0   2  0
1535.      4.     0.0     0.0   2  1
1650.      4.     0.0     0.0   2  0
1650.      4.     0.0     0.0   2  1
1600.     16.     0.0     0.0   2  0
1600.     16.     0.0     0.0   2  1
1620.      8.     0.0     0.0   2  0
1620.      8.     0.0     0.0   2  1
1405.      2.     0.0     0.0   2  0
1405.      2.     0.0     0.0   2  1
1520.      4.     0.0     0.0   2  0
1520.      4.     0.0     0.0   2  1
1600.      2.     0.0     0.0   2  0
1600.      2.     0.0     0.0   2  1
1670.      2.     0.0     0.0   2  0
1670.      2.     0.0     0.0   2  1
1384.6    12.     0.0     0.0   2  0
1384.6    12.     0.0     0.0   2  1
1660.      6.     0.0     0.0   2  0
1660.      6.     0.0     0.0   2  1
1670.     12.     0.0     0.0   2  0
1670.     12.     0.0     0.0   2  1
1318.      4.     0.0     0.0   2  0
1318.      4.     0.0     0.0   2  1
1533.5     8.     0.0     0.0   2  0
1533.5     8.     0.0     0.0   2  1
1672.      4.     0.0     0.0   2  0
