# From hydrojet/src/spectra/HydroSpectrum.cxx
#
# MASS    DEG    DEGEFF   MU  BF ANTI          KEY            NAME           PDGCODES ...
#------ -----    ------  ---  -- ----          -------------- -------------- -----------------------------
   0.0    3.0    1.0     0.0   1    0          PI             pion                111    211   -211
   0.6    2.0    1.0     0.0   1    0          K              K=(K_0,K+)          321    311
   0.0    2.0    1.0     0.0   2    0          PRO            nucleon            2212
   0.0    2.0    1.0     0.0   2    1          PBAR           anti-nucleon      -2212
