#MASS_MEV  DEG  DEGEFF  MU  BF  ANTI  KEY                  NAME                 PDGCODES...
#--------  ---  ------  --  --  ----  ---                  ----                 -----------
  2464.40    5       0   0   2     0  DSTAR2_2460          D*_2(2460)           415
  2464.40    5       0   0   2     1  DSTAR2BAR_2460       D*_2(2460)bar        -415
  2467.80    2       0   0   1     0  XIC                  Xi_c                 4232
  2467.80    2       0   0   1     1  XICBAR               Xi_cbar              -4232
  2470.88    2       0   0   1     0  XIC0                 Xi_c0                4132
  2470.88    2       0   0   1     1  XICBAR               Xi_cbar              -4132
  2517.50    4       0   0   1     0  SIGMASTARC           Sigma*_c             4214
  2517.50    4       0   0   1     1  SIGMASTARCBAR        Sigma*_cbar          -4214
  2517.90    4       0   0   1     0  SIGMASTARC           Sigma*_c++           4224
  2517.90    4       0   0   1     1  SIGMASTARCBAR_BAR    Sigma*_cbar--bar     -4224
  2518.80    4       0   0   1     0  SIGMASTARC0          Sigma*_c0            4114
  2518.80    4       0   0   1     1  SIGMASTARCBAR        Sigma*_cbar          -4114
  2535.12    3       0   0   2     0  D1S                  D_1s                 10433
  2535.12    3       0   0   2     1  D1SBAR               D_1sbar              -10433
  2571.90    5       0   0   2     0  DSTAR2S_2573         D*_2s(2573)          435
  2571.90    5       0   0   2     1  DSTAR2SBAR_2573      D*_2s(2573)bar       -435
  2575.60    2       0   0   1     0  XIPC                 Xi'_c                4322
  2575.60    2       0   0   1     1  XIPCBAR              Xi'_cbar             -4322
  2577.90    2       0   0   1     0  XIPC0                Xi'_c0               4312
  2577.90    2       0   0   1     1  XIPCBAR              Xi'_cbar             -4312
  2592.25    2       0   0   1     0  LAMBDAC_2593         Lambda_c(2593)       14122
  2592.25    2       0   0   1     1  LAMBDACBAR_2593      Lambda_c(2593)bar    -14122
  2628.10    4       0   0   1     0  LAMBDAC_2625         Lambda_c(2625)       4124
  2628.10    4       0   0   1     1  LAMBDACBAR_2625      Lambda_c(2625)bar    -4124
  2645.90    4       0   0   1     0  XISTARC              Xi*_c                4324
  2645.90    4       0   0   1     0  XISTARC0             Xi*_c0               4314
  2645.90    4       0   0   1     1  XISTARCBAR           Xi*_cbar             -4314
  2645.90    4       0   0   1     1  XISTARCBAR           Xi*_cbar             -4324
  2695.20    2       0   0   1     0  OMEGAC0              Omega_c0             4332
  2695.20    2       0   0   1     1  OMEGACBAR            Omega_cbar           -4332
  2765.90    4       0   0   1     0  OMEGASTARC0          Omega*_c0            4334
  2765.90    4       0   0   1     1  OMEGASTARCBAR        Omega*_cbar          -4334
  2981.00    1       0   0   2     0  ETAC                 eta_c                441
  3096.92    3       0   0   2     0  J_PSI                J/psi                443
  3275.31    3       0   0   2     0  CC1                  cc_1                 4403
  3275.31    3       0   0   2     1  CC1BAR               cc_1bar              -4403
  3296.92    1       0   0   2     0  J_PSI_1S0_8          J/psi[1S0(8)]        9941003
  3296.92    3       0   0   2     0  J_PSI_3PJ_8          J/psi[3PJ(8)]        9942003
  3296.92    3       0   0   2     0  J_PSI_3S1_8          J/psi[3S1(8)]        9940003
  3414.75    1       0   0   2     0  CHI0C                chi_0c               10441
  3510.66    3       0   0   2     0  CHI1C                chi_1c               20443
  3525.41    3       0   0   2     0  H1C                  h_1c                 10443
  3556.20    5       0   0   2     0  CHI2C                chi_2c               445
  3597.98    2       0   0   1     0  XICC                 Xi_cc                4412
  3597.98    2       0   0   1     0  XICC                 Xi_cc++              4422
  3597.98    2       0   0   1     1  XICCBAR              Xi_ccbar             -4412
  3597.98    2       0   0   1     1  XICCBAR_BAR          Xi_ccbar--bar        -4422
  3614.75    3       0   0   2     0  CHI0C_3S1_8          chi_0c[3S1(8)]       9940011
  3638.90    1       0   0   2     0  ETAC_2S              eta_c(2S)            100441
  3656.48    4       0   0   1     0  XISTARCC             Xi*_cc               4414
  3656.48    4       0   0   1     0  XISTARCC             Xi*_cc++             4424
  3656.48    4       0   0   1     1  XISTARCCBAR          Xi*_ccbar            -4414
  3656.48    4       0   0   1     1  XISTARCCBAR_BAR      Xi*_ccbar--bar       -4424
  3686.11    3       0   0   2     0  PSI_2S               psi(2S)              100443
  3710.66    3       0   0   2     0  CHI1C_3S1_8          chi_1c[3S1(8)]       9940023
  3756.20    3       0   0   2     0  CHI2C_3S1_8          chi_2c[3S1(8)]       9940005
  3773.15    3       0   0   2     0  PSI_3770             psi(3770)            30443
  3786.63    2       0   0   1     0  OMEGACC              Omega_cc             4432
  3786.63    2       0   0   1     1  OMEGACCBAR           Omega_ccbar          -4432
  3824.66    4       0   0   1     0  OMEGASTARCC          Omega*_cc            4434
  3824.66    4       0   0   1     1  OMEGASTARCCBAR       Omega*_ccbar         -4434
  3886.11    1       0   0   2     0  PSI_2S_1S0_8         psi(2S)[1S0(8)]      9941103
  3886.11    3       0   0   2     0  PSI_2S_3PJ_8         psi(2S)[3PJ(8)]      9942103
  3886.11    3       0   0   2     0  PSI_2S_3S1_8         psi(2S)[3S1(8)]      9940103
  3973.15    3       0   0   2     0  PSI_3770_3PJ_8       psi(3770)[3PJ(8)]    9942033
  4915.94    4       0   0   1     0  OMEGASTARCCC         Omega*_ccc++         4444
  4915.94    4       0   0   1     1  OMEGASTARCCCBAR_BAR  Omega*_cccbar--bar   -4444
  5279.25    1       0   0   2     0  B                    B                    521
  5279.25    1       0   0   2     1  BBAR                 Bbar                 -521
  5279.58    1       0   0   2     0  B0                   B0                   511
  5279.58    1       0   0   2     1  BBAR                 Bbar                 -511
  5325.20    3       0   0   2     0  BSTAR                B*                   513
  5325.20    3       0   0   2     0  BSTAR                B*                   523
  5325.20    3       0   0   2     1  BSTARBAR             B*bar                -513
  5325.20    3       0   0   2     1  BSTARBAR             B*bar                -523
  5366.77    1       0   0   2     0  BS0                  B_s0                 531
  5366.77    1       0   0   2     1  BSBAR                B_sbar               -531
  5388.97    1       0   0   2     0  BD0                  bd_0                 5101
  5388.97    1       0   0   2     0  BU0                  bu_0                 5201
  5388.97    1       0   0   2     1  BD0BAR               bd_0bar              -5101
  5388.97    1       0   0   2     1  BU0BAR               bu_0bar              -5201
  5401.45    3       0   0   2     0  BD1                  bd_1                 5103
  5401.45    3       0   0   2     0  BU1                  bu_1                 5203
  5401.45    3       0   0   2     1  BD1BAR               bd_1bar              -5103
  5401.45    3       0   0   2     1  BU1BAR               bu_1bar              -5203
  5415.40    3       0   0   2     0  BSTARS0              B*_s0                533
  5415.40    3       0   0   2     1  BSTARSBAR            B*_sbar              -533
  5567.25    1       0   0   2     0  BS0                  bs_0                 5301
  5567.25    1       0   0   2     1  BS0BAR               bs_0bar              -5301
  5575.36    3       0   0   2     0  BS1                  bs_1                 5303
  5575.36    3       0   0   2     1  BS1BAR               bs_1bar              -5303
  5619.40    2       0   0   1     0  LAMBDAB0             Lambda_b0            5122
  5619.40    2       0   0   1     1  LAMBDABBAR           Lambda_bbar          -5122
  5680.00    1       0   0   2     0  BSTAR0               B*_0                 10521
  5680.00    1       0   0   2     0  BSTAR00              B*_00                10511
  5680.00    1       0   0   2     1  BSTAR0BAR            B*_0bar              -10511
  5680.00    1       0   0   2     1  BSTAR0BAR            B*_0bar              -10521
  5730.00    3       0   0   2     0  B1                   B_1                  10523
  5730.00    3       0   0   2     0  B10                  B_10                 10513
  5730.00    3       0   0   2     1  B1BAR                B_1bar               -10513
  5730.00    3       0   0   2     1  B1BAR                B_1bar               -10523
  5743.00    5       0   0   2     0  BSTAR2               B*_2                 525
  5743.00    5       0   0   2     0  BSTAR20              B*_20                515
  5743.00    5       0   0   2     1  BSTAR2BAR            B*_2bar              -515
  5743.00    5       0   0   2     1  BSTAR2BAR            B*_2bar              -525
  5780.00    3       0   0   2     0  BSTAR1               B*_1                 20523
  5780.00    3       0   0   2     0  BSTAR10              B*_10                20513
  5780.00    3       0   0   2     1  BSTAR1BAR            B*_1bar              -20513
  5780.00    3       0   0   2     1  BSTAR1BAR            B*_1bar              -20523
  5788.00    2       0   0   1     0  XIB0                 Xi_b0                5232
  5788.00    2       0   0   1     1  XIBBAR               Xi_bbar              -5232
  5791.10    2       0   0   1     0  XIB                  Xi_b                 5132
  5791.10    2       0   0   1     1  XIBBAR               Xi_bbar              -5132
  5800.00    2       0   0   1     0  SIGMAB0              Sigma_b0             5212
  5800.00    2       0   0   1     1  SIGMABBAR            Sigma_bbar           -5212
  5810.00    4       0   0   1     0  SIGMASTARB0          Sigma*_b0            5214
  5810.00    4       0   0   1     1  SIGMASTARBBAR        Sigma*_bbar          -5214
  5811.30    2       0   0   1     0  SIGMAB               Sigma_b              5222
  5811.30    2       0   0   1     1  SIGMABBAR            Sigma_bbar           -5222
  5815.50    2       0   0   1     0  SIGMAB               Sigma_b              5112
  5815.50    2       0   0   1     1  SIGMABBAR            Sigma_bbar           -5112
  5829.00    3       0   0   2     0  B1S0                 B_1s0                10533
  5829.00    3       0   0   2     1  B1SBAR               B_1sbar              -10533
  5832.10    4       0   0   1     0  SIGMASTARB           Sigma*_b             5224
  5832.10    4       0   0   1     1  SIGMASTARBBAR        Sigma*_bbar          -5224
  5835.10    4       0   0   1     0  SIGMASTARB           Sigma*_b             5114
  5835.10    4       0   0   1     1  SIGMASTARBBAR        Sigma*_bbar          -5114
  5839.70    5       0   0   2     0  BSTAR2S0             B*_2s0               535
  5839.70    5       0   0   2     1  BSTAR2SBAR           B*_2sbar             -535
  5920.00    1       0   0   2     0  BSTAR0S0             B*_0s0               10531
  5920.00    1       0   0   2     1  BSTAR0SBAR           B*_0sbar             -10531
  5960.00    2       0   0   1     0  XIPB                 Xi'_b                5312
  5960.00    2       0   0   1     0  XIPB0                Xi'_b0               5322
  5960.00    2       0   0   1     1  XIPBBAR              Xi'_bbar             -5312
  5960.00    2       0   0   1     1  XIPBBAR              Xi'_bbar             -5322
  5970.00    4       0   0   1     0  XISTARB              Xi*_b                5314
  5970.00    4       0   0   1     0  XISTARB0             Xi*_b0               5324
  5970.00    4       0   0   1     1  XISTARBBAR           Xi*_bbar             -5314
  5970.00    4       0   0   1     1  XISTARBBAR           Xi*_bbar             -5324
  6020.00    3       0   0   2     0  BSTAR1S0             B*_1s0               20533
  6020.00    3       0   0   2     1  BSTAR1SBAR           B*_1sbar             -20533
  6070.00    2       0   0   1     0  OMEGAB               Omega_b              5332
  6070.00    2       0   0   1     1  OMEGABBAR            Omega_bbar           -5332
  6130.00    4       0   0   1     0  OMEGASTARB           Omega*_b             5334
  6130.00    4       0   0   1     1  OMEGASTARBBAR        Omega*_bbar          -5334
  6277.00    1       0   0   2     0  BC                   B_c                  541
  6277.00    1       0   0   2     1  BCBAR                B_cbar               -541
  6340.00    3       0   0   2     0  BSTARC               B*_c                 543
  6340.00    3       0   0   2     1  BSTARCBAR            B*_cbar              -543
  6671.43    1       0   0   2     0  BC0                  bc_0                 5401
  6671.43    1       0   0   2     1  BC0BAR               bc_0bar              -5401
  6673.97    3       0   0   2     0  BC1                  bc_1                 5403
  6673.97    3       0   0   2     1  BC1BAR               bc_1bar              -5403
  7005.75    2       0   0   1     0  XIBC                 Xi_bc                5242
  7005.75    2       0   0   1     0  XIBC0                Xi_bc0               5142
  7005.75    2       0   0   1     1  XIBCBAR              Xi_bcbar             -5142
  7005.75    2       0   0   1     1  XIBCBAR              Xi_bcbar             -5242
  7037.24    2       0   0   1     0  XIPBC                Xi'_bc               5422
  7037.24    2       0   0   1     0  XIPBC0               Xi'_bc0              5412
  7037.24    2       0   0   1     1  XIPBCBAR             Xi'_bcbar            -5412
  7037.24    2       0   0   1     1  XIPBCBAR             Xi'_bcbar            -5422
  7048.50    4       0   0   1     0  XISTARBC             Xi*_bc               5424
  7048.50    4       0   0   1     0  XISTARBC0            Xi*_bc0              5414
  7048.50    4       0   0   1     1  XISTARBCBAR          Xi*_bcbar            -5414
  7048.50    4       0   0   1     1  XISTARBCBAR          Xi*_bcbar            -5424
  7190.99    2       0   0   1     0  OMEGABC0             Omega_bc0            5342
  7190.99    2       0   0   1     1  OMEGABCBAR           Omega_bcbar          -5342
  7211.01    2       0   0   1     0  OMEGAPBC0            Omega'_bc0           5432
  7211.01    2       0   0   1     1  OMEGAPBCBAR          Omega'_bcbar         -5432
  7219.00    4       0   0   1     0  OMEGASTARBC0         Omega*_bc0           5434
  7219.00    4       0   0   1     1  OMEGASTARBCBAR       Omega*_bcbar         -5434
  7250.00    1       0   0   2     0  BSTAR0C              B*_0c                10541
  7250.00    1       0   0   2     1  BSTAR0CBAR           B*_0cbar             -10541
  7300.00    3       0   0   2     0  B1C                  B_1c                 10543
  7300.00    3       0   0   2     0  BSTAR1C              B*_1c                20543
  7300.00    3       0   0   2     1  B1CBAR               B_1cbar              -10543
  7300.00    3       0   0   2     1  BSTAR1CBAR           B*_1cbar             -20543
  7350.00    5       0   0   2     0  BSTAR2C              B*_2c                545
  7350.00    5       0   0   2     1  BSTAR2CBAR           B*_2cbar             -545
  8309.45    2       0   0   1     0  OMEGABCC             Omega_bcc            5442
  8309.45    2       0   0   1     1  OMEGABCCBAR          Omega_bccbar         -5442
  8313.25    4       0   0   1     0  OMEGASTARBCC         Omega*_bcc           5444
  8313.25    4       0   0   1     1  OMEGASTARBCCBAR      Omega*_bccbar        -5444
  9400.00    1       0   0   2     0  ETAB                 eta_b                551
  9460.30    3       0   0   2     0  UPSILON              Upsilon              553
  9660.30    1       0   0   2     0  UPSILON_1S0_8        Upsilon[1S0(8)]      9951003
  9660.30    3       0   0   2     0  UPSILON_3PJ_8        Upsilon[3PJ(8)]      9952003
  9660.30    3       0   0   2     0  UPSILON_3S1_8        Upsilon[3S1(8)]      9950003
  9859.40    1       0   0   2     0  CHI0B                chi_0b               10551
  9892.80    3       0   0   2     0  CHI1B                chi_1b               20553
  9898.60    3       0   0   2     0  H1B                  h_1b                 10553
  9912.20    5       0   0   2     0  CHI2B                chi_2b               555
 10023.26    3       0   0   2     0  UPSILON_2S           Upsilon(2S)          100553
 10059.40    3       0   0   2     0  CHI0B_3S1_8          chi_0b[3S1(8)]       9950011
 10073.54    3       0   0   2     0  BB1                  bb_1                 5503
 10073.54    3       0   0   2     1  BB1BAR               bb_1bar              -5503
 10092.80    3       0   0   2     0  CHI1B_3S1_8          chi_1b[3S1(8)]       9950023
 10112.20    3       0   0   2     0  CHI2B_3S1_8          chi_2b[3S1(8)]       9950005
 10223.26    1       0   0   2     0  UPSILON_2S_1S0_8     Upsilon(2S)[1S0(8)]  9951103
 10223.26    3       0   0   2     0  UPSILON_2S_3PJ_8     Upsilon(2S)[3PJ(8)]  9952103
 10223.26    3       0   0   2     0  UPSILON_2S_3S1_8     Upsilon(2S)[3S1(8)]  9950103
 10355.20    3       0   0   2     0  UPSILON_3S           Upsilon(3S)          200553
 10422.72    2       0   0   1     0  XIBB                 Xi_bb                5512
 10422.72    2       0   0   1     0  XIBB0                Xi_bb0               5522
 10422.72    2       0   0   1     1  XIBBBAR              Xi_bbbar             -5512
 10422.72    2       0   0   1     1  XIBBBAR              Xi_bbbar             -5522
 10441.44    4       0   0   1     0  XISTARBB             Xi*_bb               5514
 10441.44    4       0   0   1     0  XISTARBB0            Xi*_bb0              5524
 10441.44    4       0   0   1     1  XISTARBBBAR          Xi*_bbbar            -5514
 10441.44    4       0   0   1     1  XISTARBBBAR          Xi*_bbbar            -5524
 10555.20    1       0   0   2     0  UPSILON_3S_1S0_8     Upsilon(3S)[1S0(8)]  9951203
 10555.20    3       0   0   2     0  UPSILON_3S_3PJ_8     Upsilon(3S)[3PJ(8)]  9952203
 10555.20    3       0   0   2     0  UPSILON_3S_3S1_8     Upsilon(3S)[3S1(8)]  9950203
 10602.09    2       0   0   1     0  OMEGABB              Omega_bb             5532
 10602.09    2       0   0   1     1  OMEGABBBAR           Omega_bbbar          -5532
 10614.26    4       0   0   1     0  OMEGASTARBB          Omega*_bb            5534
 10614.26    4       0   0   1     1  OMEGASTARBBBAR       Omega*_bbbar         -5534
 11707.67    2       0   0   1     0  OMEGABBC0            Omega_bbc0           5542
 11707.67    2       0   0   1     1  OMEGABBCBAR          Omega_bbcbar         -5542
 11711.47    4       0   0   1     0  OMEGASTARBBC0        Omega*_bbc0          5544
 11711.47    4       0   0   1     1  OMEGASTARBBCBAR      Omega*_bbcbar        -5544
 15110.61    4       0   0   1     0  OMEGASTARBBB         Omega*_bbb           5554
 15110.61    4       0   0   1     1  OMEGASTARBBBBAR      Omega*_bbbbar        -5554
